sample_id,model_name,task_type,description,actions,expected_result
104,process_13.bpmn,conformance,conformance_large_false,"calculate_if_chosen_length_fits(end,1), calculate_if_chosen_length_fits(start,1), report_chosen_length_of_maternity_leave_to_social_security_(end,1), report_chosen_length_of_maternity_leave_to_social_security_(start,1), report_chosen_length_of_maternity_leave_to_company_(end,1), report_chosen_length_of_maternity_leave_to_company_(start,1), choose_length_of_maternity_leave_for_parent_taking_maternity_leave_first_and_living_in_same_household(end,1,Mother), choose_length_of_maternity_leave_for_parent_taking_maternity_leave_first_and_living_in_same_household(start,1), timespan_statutory_maternity_leave(1), acquire(1, main_process), planning_maternity_leave(1)",False
105,process_62.bpmn,legality,legality_small_true,"phone_broken(1), enter_your_model(start,1), enter_your_model(end,1), enter_broken_parts(start,1), enter_broken_parts(end,1)",True
106,process_62.bpmn,legality,legality_small_false,"phone_broken(1), enter_broken_parts(start,1), enter_broken_parts(end,1), enter_your_model(start,1), enter_your_model(end,1)",False
107,process_62.bpmn,legality,legality_large_true,"phone_broken(1), enter_your_model(start,1), enter_your_model(end,1), enter_broken_parts(start,1), enter_broken_parts(end,1), receive_the_list_of_materials_(start,1), receive_the_list_of_materials_(end,1), receive_the_list_of_tools(start,1), receive_the_list_of_tools(end,1), choose_order_option(start,1), choose_order_option(end,1), order_part(start,1), order_part(end,1,yes)",True
108,process_62.bpmn,legality,legality_large_false,"phone_broken(1), enter_broken_parts(start,1), enter_broken_parts(end,1), enter_your_model(start,1), enter_your_model(end,1), receive_the_list_of_materials_(start,1), receive_the_list_of_materials_(end,1), receive_the_list_of_tools(start,1), receive_the_list_of_tools(end,1), choose_order_option(start,1), choose_order_option(end,1), order_part(start,1), order_part(end,1,yes)",False
109,process_62.bpmn,conformance,conformance_small_true,"enter_broken_parts(end,1), enter_broken_parts(start,1), enter_your_model(end,1), enter_your_model(start,1), acquire(1, main_process), phone_broken(1)",True
110,process_62.bpmn,conformance,conformance_small_false,"enter_your_model(end,1), enter_your_model(start,1), enter_broken_parts(end,1), enter_broken_parts(start,1), acquire(1, main_process), phone_broken(1)",False
111,process_62.bpmn,conformance,conformance_large_true,"order_part(end,1,yes), order_part(start,1), choose_order_option(end,1), choose_order_option(start,1), receive_the_list_of_tools(end,1), receive_the_list_of_tools(start,1), receive_the_list_of_materials_(end,1), receive_the_list_of_materials_(start,1), enter_broken_parts(end,1), enter_broken_parts(start,1), enter_your_model(end,1), enter_your_model(start,1), acquire(1, main_process), phone_broken(1)",True
112,process_62.bpmn,conformance,conformance_large_false,"order_part(end,1,yes), order_part(start,1), choose_order_option(end,1), choose_order_option(start,1), receive_the_list_of_tools(end,1), receive_the_list_of_tools(start,1), receive_the_list_of_materials_(end,1), receive_the_list_of_materials_(start,1), enter_your_model(end,1), enter_your_model(start,1), enter_broken_parts(end,1), enter_broken_parts(start,1), acquire(1, main_process), phone_broken(1)",False
113,process_55.bpmn,legality,legality_small_true,"problem_with_smartphone(1), enter_the_model_and_what_is_broken_(start,1), enter_the_model_and_what_is_broken_(end,1), analyse_defected_parts_(start,1), analyse_defected_parts_(end,1)",True
114,process_55.bpmn,legality,legality_small_false,"problem_with_smartphone(1), analyse_defected_parts_(start,1), analyse_defected_parts_(end,1), enter_the_model_and_what_is_broken_(start,1), enter_the_model_and_what_is_broken_(end,1)",False
115,process_55.bpmn,legality,legality_large_true,"problem_with_smartphone(1), enter_the_model_and_what_is_broken_(start,1), enter_the_model_and_what_is_broken_(end,1), analyse_defected_parts_(start,1), analyse_defected_parts_(end,1), create_list_of_materials_for_one_part_(start,1), create_list_of_materials_for_one_part_(end,1)",True
116,process_55.bpmn,legality,legality_large_false,"problem_with_smartphone(1), analyse_defected_parts_(start,1), analyse_defected_parts_(end,1), enter_the_model_and_what_is_broken_(start,1), enter_the_model_and_what_is_broken_(end,1), create_list_of_materials_for_one_part_(start,1), create_list_of_materials_for_one_part_(end,1)",False
117,process_55.bpmn,conformance,conformance_small_true,"analyse_defected_parts_(end,1), analyse_defected_parts_(start,1), enter_the_model_and_what_is_broken_(end,1), enter_the_model_and_what_is_broken_(start,1), acquire(1, main_process), problem_with_smartphone(1)",True
118,process_55.bpmn,conformance,conformance_small_false,"enter_the_model_and_what_is_broken_(end,1), enter_the_model_and_what_is_broken_(start,1), analyse_defected_parts_(end,1), analyse_defected_parts_(start,1), acquire(1, main_process), problem_with_smartphone(1)",False
119,process_55.bpmn,conformance,conformance_large_true,"create_list_of_materials_for_one_part_(end,1), create_list_of_materials_for_one_part_(start,1), analyse_defected_parts_(end,1), analyse_defected_parts_(start,1), enter_the_model_and_what_is_broken_(end,1), enter_the_model_and_what_is_broken_(start,1), acquire(1, main_process), problem_with_smartphone(1)",True
120,process_55.bpmn,conformance,conformance_large_false,"create_list_of_materials_for_one_part_(end,1), create_list_of_materials_for_one_part_(start,1), enter_the_model_and_what_is_broken_(end,1), enter_the_model_and_what_is_broken_(start,1), analyse_defected_parts_(end,1), analyse_defected_parts_(start,1), acquire(1, main_process), problem_with_smartphone(1)",False
121,process_19.bpmn,legality,legality_small_true,"internship_application(1), check_registration(start,1), check_registration(end,1)",True
122,process_19.bpmn,legality,legality_small_false,internship_application(1),False
123,process_19.bpmn,legality,legality_large_true,"internship_application(1), check_registration(start,1), check_registration(end,1), enter_desired_topic_and_amount_of_money(start,1), enter_desired_topic_and_amount_of_money(end,1), enter_experiences_and_hobbies(start,1), enter_experiences_and_hobbies(end,1)",True
124,process_19.bpmn,legality,legality_large_false,"internship_application(1), enter_desired_topic_and_amount_of_money(start,1), enter_desired_topic_and_amount_of_money(end,1), check_registration(start,1), check_registration(end,1), enter_experiences_and_hobbies(start,1), enter_experiences_and_hobbies(end,1), offers_arrival(start,1), offers_arrival(end,1)",False
125,process_19.bpmn,conformance,conformance_small_true,"acquire(1, main_process), internship_application(1)",True
126,process_19.bpmn,conformance,conformance_small_false,"enter_desired_topic_and_amount_of_money(end,1), enter_desired_topic_and_amount_of_money(start,1), acquire(1, main_process), internship_application(1)",False
127,process_19.bpmn,conformance,conformance_large_true,"offers_arrival(end,1), offers_arrival(start,1), enter_experiences_and_hobbies(end,1), enter_experiences_and_hobbies(start,1), enter_desired_topic_and_amount_of_money(end,1), enter_desired_topic_and_amount_of_money(start,1), check_registration(end,1), check_registration(start,1), acquire(1, main_process), internship_application(1)",True
128,process_19.bpmn,conformance,conformance_large_false,"report_e_government(end,1), report_e_government(start,1), acquire(1, main_process), internship_application(1)",False
129,process_72.bpmn,legality,legality_small_true,successful_service(1),True
130,process_72.bpmn,legality,legality_small_false,successful_service(1),False
131,process_72.bpmn,legality,legality_large_true,successful_service(1),True
132,process_72.bpmn,legality,legality_large_false,successful_service(1),False
133,process_72.bpmn,conformance,conformance_small_true,"acquire(1, main_process), successful_service(1)",True
134,process_72.bpmn,conformance,conformance_small_false,"acquire(1, main_process), successful_service(1)",False
135,process_72.bpmn,conformance,conformance_large_true,"acquire(1, main_process), successful_service(1)",True
136,process_72.bpmn,conformance,conformance_large_false,"acquire(1, main_process), successful_service(1)",False
137,process_10.bpmn,legality,legality_small_true,"birth_of_child(1), verify_child_age_smaller_than_2(start,1), verify_child_age_smaller_than_2(end,1,yes)",True
138,process_10.bpmn,legality,legality_small_false,birth_of_child(1),False
139,process_10.bpmn,legality,legality_large_true,"birth_of_child(1), verify_child_age_smaller_than_2(start,1), verify_child_age_smaller_than_2(end,1,yes), notify_employer(start,1), notify_employer(end,1), receive_confirmation_for_maternity_leave(start,1), receive_confirmation_for_maternity_leave(end,1)",True
140,process_10.bpmn,legality,legality_large_false,"birth_of_child(1), notify_employer(start,1), notify_employer(end,1), verify_child_age_smaller_than_2(start,1), verify_child_age_smaller_than_2(end,1,yes), end_of_vacation_or_sick_leave(1), receive_confirmation_for_maternity_leave(start,1), receive_confirmation_for_maternity_leave(end,1)",False
141,process_10.bpmn,conformance,conformance_small_true,"verify_child_age_smaller_than_2(end,1,yes), verify_child_age_smaller_than_2(start,1), acquire(1, main_process), birth_of_child(1)",True
142,process_10.bpmn,conformance,conformance_small_false,"notify_employer(end,1), notify_employer(start,1), acquire(1, main_process), birth_of_child(1)",False
143,process_10.bpmn,conformance,conformance_large_true,"acquire(1, main_process), birth_of_child(1)",True
144,process_10.bpmn,conformance,conformance_large_false,"receive_confirmation_for_maternity_leave(end,1), receive_confirmation_for_maternity_leave(start,1), verify_child_age_smaller_than_2(end,1,yes), verify_child_age_smaller_than_2(start,1), notify_employer(end,1), notify_employer(start,1), acquire(1, main_process), birth_of_child(1)",False
145,process_64.bpmn,legality,legality_small_true,"start_measuring_process(1), pick_machine(start,1), pick_machine(end,1), collect_unplanned_stops_(start,1), collect_unplanned_stops_(end,1)",True
146,process_64.bpmn,legality,legality_small_false,"start_measuring_process(1), collect_unplanned_stops_(start,1), collect_unplanned_stops_(end,1), pick_machine(start,1), pick_machine(end,1), collect_planned_stops(start,1), collect_planned_stops(end,1)",False
147,process_64.bpmn,legality,legality_large_true,"start_measuring_process(1), pick_machine(start,1), pick_machine(end,1), collect_unplanned_stops_(start,1), collect_unplanned_stops_(end,1), collect_planned_stops(start,1), collect_planned_stops(end,1), summarize_availability_loss(start,1), summarize_availability_loss(end,1), calculate_run_time(start,1), calculate_run_time(end,1,= max Speed), capture_small_stops(start,1), capture_small_stops(end,1)",True
148,process_64.bpmn,legality,legality_large_false,"start_measuring_process(1), collect_unplanned_stops_(start,1), collect_unplanned_stops_(end,1), pick_machine(start,1), pick_machine(end,1), collect_planned_stops(start,1), collect_planned_stops(end,1)",False
149,process_64.bpmn,conformance,conformance_small_true,"collect_unplanned_stops_(end,1), collect_unplanned_stops_(start,1), pick_machine(end,1), pick_machine(start,1), acquire(1, main_process), start_measuring_process(1)",True
