task_type,sample_id,actions,expected_result,model_name,description
legality,98,"get_airplane_request_(1);send_customizing_options(start,1);send_customizing_options(end,1);check_desired_airplane_type(start,1);check_desired_airplane_type(end,1);receive_customizing_requirements_(start,1);receive_customizing_requirements_(end,1)",False,process_56.bpmn,legality_small_false
legality,99,"get_airplane_request_(1);check_desired_airplane_type(start,1);check_desired_airplane_type(end,1);send_customizing_options(start,1);send_customizing_options(end,1);receive_customizing_requirements_(start,1);receive_customizing_requirements_(end,1);select_seat_color(start,1);select_seat_color(end,1);introduce_amount_of_water_in_the_toilets(start,1);introduce_amount_of_water_in_the_toilets(end,1);select_number_of_seats(start,1);select_number_of_seats(end,1);display_bar_type_(start,1);display_bar_type_(end,1,Wine bar)",True,process_56.bpmn,legality_large_true
legality,100,"get_airplane_request_(1);send_customizing_options(start,1);send_customizing_options(end,1);check_desired_airplane_type(start,1);check_desired_airplane_type(end,1);receive_customizing_requirements_(start,1);receive_customizing_requirements_(end,1);select_seat_color(start,1);select_seat_color(end,1);introduce_amount_of_water_in_the_toilets(start,1);introduce_amount_of_water_in_the_toilets(end,1);select_number_of_seats(start,1);select_number_of_seats(end,1);display_bar_type_(start,1);display_bar_type_(end,1,Whiskey bar)",False,process_56.bpmn,legality_large_false
conformance,101,"get_airplane_request_(1);acquire(1, main_process);check_desired_airplane_type(start,1);check_desired_airplane_type(end,1)",True,process_56.bpmn,conformance_small_true
conformance,102,"get_airplane_request_(1);acquire(1, main_process);send_customizing_options(start,1);send_customizing_options(end,1);check_desired_airplane_type(start,1);check_desired_airplane_type(end,1);receive_customizing_requirements_(start,1);receive_customizing_requirements_(end,1)",False,process_56.bpmn,conformance_small_false
conformance,103,"get_airplane_request_(1);acquire(1, main_process);check_desired_airplane_type(start,1);check_desired_airplane_type(end,1);send_customizing_options(start,1);send_customizing_options(end,1);receive_customizing_requirements_(start,1);receive_customizing_requirements_(end,1);select_seat_color(start,1);select_seat_color(end,1);introduce_amount_of_water_in_the_toilets(start,1);introduce_amount_of_water_in_the_toilets(end,1);select_number_of_seats(start,1);select_number_of_seats(end,1);display_bar_type_(start,1);display_bar_type_(end,1,Vodka bar)",True,process_56.bpmn,conformance_large_true
conformance,104,"get_airplane_request_(1);acquire(1, main_process);send_customizing_options(start,1);send_customizing_options(end,1);check_desired_airplane_type(start,1);check_desired_airplane_type(end,1);receive_customizing_requirements_(start,1);receive_customizing_requirements_(end,1);select_seat_color(start,1);select_seat_color(end,1);introduce_amount_of_water_in_the_toilets(start,1);introduce_amount_of_water_in_the_toilets(end,1);select_number_of_seats(start,1);select_number_of_seats(end,1);display_bar_type_(start,1);display_bar_type_(end,1,Cocktail bar)",False,process_56.bpmn,conformance_large_false
legality,105,"planning_maternity_leave(1);choose_length_of_maternity_leave_for_parent_taking_maternity_leave_first_and_living_in_same_household(start,1);choose_length_of_maternity_leave_for_parent_taking_maternity_leave_first_and_living_in_same_household(end,1,Mother);timespan_statutory_maternity_leave(1)",True,process_15.bpmn,legality_small_true
legality,106,planning_maternity_leave(1),False,process_15.bpmn,legality_small_false
legality,107,"planning_maternity_leave(1);choose_length_of_maternity_leave_for_parent_taking_maternity_leave_first_and_living_in_same_household(start,1);choose_length_of_maternity_leave_for_parent_taking_maternity_leave_first_and_living_in_same_household(end,1,Mother);timespan_statutory_maternity_leave(1);report_chosen_length_of_maternity_leave_to_social_security_(start,1);report_chosen_length_of_maternity_leave_to_social_security_(end,1);calculate_if_chosen_length_fits(start,1);calculate_if_chosen_length_fits(end,1);report_chosen_length_of_maternity_leave_to_company_(start,1);report_chosen_length_of_maternity_leave_to_company_(end,1)",True,process_15.bpmn,legality_large_true
legality,108,"planning_maternity_leave(1);timespan_statutory_maternity_leave(1);choose_length_of_maternity_leave_for_parent_taking_maternity_leave_first_and_living_in_same_household(start,1);choose_length_of_maternity_leave_for_parent_taking_maternity_leave_first_and_living_in_same_household(end,1,Mother);report_chosen_length_of_maternity_leave_to_social_security_(start,1);report_chosen_length_of_maternity_leave_to_social_security_(end,1);calculate_if_chosen_length_fits(start,1);calculate_if_chosen_length_fits(end,1);report_chosen_length_of_maternity_leave_to_company_(start,1);report_chosen_length_of_maternity_leave_to_company_(end,1)",False,process_15.bpmn,legality_large_false
conformance,109,"planning_maternity_leave(1);acquire(1, main_process);choose_length_of_maternity_leave_for_parent_taking_maternity_leave_first_and_living_in_same_household(start,1);choose_length_of_maternity_leave_for_parent_taking_maternity_leave_first_and_living_in_same_household(end,1,Mother);timespan_statutory_maternity_leave(1)",True,process_15.bpmn,conformance_small_true
conformance,110,"planning_maternity_leave(1);acquire(1, main_process);timespan_statutory_maternity_leave(1);choose_length_of_maternity_leave_for_parent_taking_maternity_leave_first_and_living_in_same_household(start,1);choose_length_of_maternity_leave_for_parent_taking_maternity_leave_first_and_living_in_same_household(end,1,Mother)",False,process_15.bpmn,conformance_small_false
conformance,111,"planning_maternity_leave(1);acquire(1, main_process);choose_length_of_maternity_leave_for_parent_taking_maternity_leave_first_and_living_in_same_household(start,1);choose_length_of_maternity_leave_for_parent_taking_maternity_leave_first_and_living_in_same_household(end,1,Mother);timespan_statutory_maternity_leave(1);report_chosen_length_of_maternity_leave_to_social_security_(start,1);report_chosen_length_of_maternity_leave_to_social_security_(end,1);calculate_if_chosen_length_fits(start,1);calculate_if_chosen_length_fits(end,1);report_chosen_length_of_maternity_leave_to_company_(start,1);report_chosen_length_of_maternity_leave_to_company_(end,1)",True,process_15.bpmn,conformance_large_true
conformance,112,"planning_maternity_leave(1);acquire(1, main_process);timespan_statutory_maternity_leave(1);choose_length_of_maternity_leave_for_parent_taking_maternity_leave_first_and_living_in_same_household(start,1);choose_length_of_maternity_leave_for_parent_taking_maternity_leave_first_and_living_in_same_household(end,1,Mother);report_chosen_length_of_maternity_leave_to_social_security_(start,1);report_chosen_length_of_maternity_leave_to_social_security_(end,1);calculate_if_chosen_length_fits(start,1);calculate_if_chosen_length_fits(end,1);report_chosen_length_of_maternity_leave_to_company_(start,1);report_chosen_length_of_maternity_leave_to_company_(end,1)",False,process_15.bpmn,conformance_large_false
legality,113,"phone_broken(1);enter_your_model(start,1);enter_your_model(end,1);enter_broken_parts(start,1);enter_broken_parts(end,1)",True,process_72.bpmn,legality_small_true
legality,114,"phone_broken(1);enter_broken_parts(start,1);enter_broken_parts(end,1);enter_your_model(start,1);enter_your_model(end,1)",False,process_72.bpmn,legality_small_false
legality,115,"phone_broken(1);enter_your_model(start,1);enter_your_model(end,1);enter_broken_parts(start,1);enter_broken_parts(end,1);receive_the_list_of_tools(start,1);receive_the_list_of_tools(end,1);receive_the_list_of_materials_(start,1);receive_the_list_of_materials_(end,1);choose_order_option(start,1);choose_order_option(end,1);order_part(start,1);order_part(end,1,yes)",True,process_72.bpmn,legality_large_true
legality,116,"phone_broken(1);enter_broken_parts(start,1);enter_broken_parts(end,1);enter_your_model(start,1);enter_your_model(end,1);receive_the_list_of_tools(start,1);receive_the_list_of_tools(end,1);receive_the_list_of_materials_(start,1);receive_the_list_of_materials_(end,1);choose_order_option(start,1);choose_order_option(end,1);order_part(start,1);order_part(end,1,yes)",False,process_72.bpmn,legality_large_false
conformance,117,"phone_broken(1);acquire(1, main_process);enter_your_model(start,1);enter_your_model(end,1);enter_broken_parts(start,1);enter_broken_parts(end,1)",True,process_72.bpmn,conformance_small_true
conformance,118,"phone_broken(1);acquire(1, main_process);enter_broken_parts(start,1);enter_broken_parts(end,1);enter_your_model(start,1);enter_your_model(end,1)",False,process_72.bpmn,conformance_small_false
conformance,119,"phone_broken(1);acquire(1, main_process);enter_your_model(start,1);enter_your_model(end,1);enter_broken_parts(start,1);enter_broken_parts(end,1);receive_the_list_of_tools(start,1);receive_the_list_of_tools(end,1);receive_the_list_of_materials_(start,1);receive_the_list_of_materials_(end,1);choose_order_option(start,1);choose_order_option(end,1);order_part(start,1);order_part(end,1,yes)",True,process_72.bpmn,conformance_large_true
conformance,120,"phone_broken(1);acquire(1, main_process);enter_broken_parts(start,1);enter_broken_parts(end,1);enter_your_model(start,1);enter_your_model(end,1);receive_the_list_of_tools(start,1);receive_the_list_of_tools(end,1);receive_the_list_of_materials_(start,1);receive_the_list_of_materials_(end,1);choose_order_option(start,1);choose_order_option(end,1);order_part(start,1);order_part(end,1,yes)",False,process_72.bpmn,conformance_large_false
legality,121,"problem_with_smartphone(1);enter_the_model_and_what_is_broken_(start,1);enter_the_model_and_what_is_broken_(end,1);analyse_defected_parts_(start,1);analyse_defected_parts_(end,1)",True,process_65.bpmn,legality_small_true
legality,122,"problem_with_smartphone(1);analyse_defected_parts_(start,1);analyse_defected_parts_(end,1)",False,process_65.bpmn,legality_small_false
legality,123,"problem_with_smartphone(1);enter_the_model_and_what_is_broken_(start,1);enter_the_model_and_what_is_broken_(end,1);analyse_defected_parts_(start,1);analyse_defected_parts_(end,1);create_list_of_tools_for_one_part(start,1);create_list_of_tools_for_one_part(end,1);create_list_of_materials_for_one_part_(start,1);create_list_of_materials_for_one_part_(end,1);give_ordering_choices_for_one_part(start,1);give_ordering_choices_for_one_part(end,1,no)",True,process_65.bpmn,legality_large_true
legality,124,"problem_with_smartphone(1);analyse_defected_parts_(start,1);analyse_defected_parts_(end,1);enter_the_model_and_what_is_broken_(start,1);enter_the_model_and_what_is_broken_(end,1);create_list_of_tools_for_one_part(start,1);create_list_of_tools_for_one_part(end,1)",False,process_65.bpmn,legality_large_false
conformance,125,"problem_with_smartphone(1);acquire(1, main_process);enter_the_model_and_what_is_broken_(start,1);enter_the_model_and_what_is_broken_(end,1);analyse_defected_parts_(start,1);analyse_defected_parts_(end,1)",True,process_65.bpmn,conformance_small_true
conformance,126,"problem_with_smartphone(1);acquire(1, main_process);analyse_defected_parts_(start,1);analyse_defected_parts_(end,1)",False,process_65.bpmn,conformance_small_false
conformance,127,"problem_with_smartphone(1);acquire(1, main_process);enter_the_model_and_what_is_broken_(start,1);enter_the_model_and_what_is_broken_(end,1);analyse_defected_parts_(start,1);analyse_defected_parts_(end,1);create_list_of_tools_for_one_part(start,1);create_list_of_tools_for_one_part(end,1);create_list_of_materials_for_one_part_(start,1);create_list_of_materials_for_one_part_(end,1);give_ordering_choices_for_one_part(start,1);give_ordering_choices_for_one_part(end,1,no)",True,process_65.bpmn,conformance_large_true
conformance,128,"problem_with_smartphone(1);acquire(1, main_process);analyse_defected_parts_(start,1);analyse_defected_parts_(end,1);enter_the_model_and_what_is_broken_(start,1);enter_the_model_and_what_is_broken_(end,1);create_list_of_tools_for_one_part(start,1);create_list_of_tools_for_one_part(end,1)",False,process_65.bpmn,conformance_large_false
legality,129,"new_wow_character_wanted(1);check_existence_of_battlenet_account(start,1);check_existence_of_battlenet_account(end,1,yes)",True,process_35.bpmn,legality_small_true
